STRING,OUTCOME
BCJAFBJIDCGCEHEFFED,NO
BFGEEBDGCEDF,NO
ICEIHGDHGBFBFIAGB,NO
EEFBADABDCI,NO
EHBJBJ,NO
GCBDGHIFFFG,NO
AGGFJIBAGAJHEGBCJJD,NO
CCFDGDAFDGDDBIEBHBEA,NO
CIBDDCJID,NO
EFHEGFEEBJEIGB,NO
EACFHJIJE,NO
EEJFGI,NO
DGFBGHJEDJDHGAAGDJHD,NO
CBFACJCFEBBIFACF,NO
EBJHBCAJGJB,NO
IDEJHGGBBCB,NO
DACCEHDBAG,NO
BBAFABDAJJHEDHJEIGJH,NO
GEEIHAJFDD,NO
JAFFHBB,NO
CDHCACDJGDDBAAGFFBFJ,NO
IEEJJI,NO
CDFCCBJJFAFEJH,NO
HJDECGDCHACCCIFGFCG,NO
IIGHJG,NO
AAEDIBBGCBCHBFECB,NO
FAIEGCFGHEIBCEF,NO
FGGJEFAHDGAIADAFIF,NO
IDJAFGDDEJAAECF,NO
IIEGIF,NO
DIGHCJJDGFBGED,NO
FFIEBDJGHCBAFDGEADGH,NO
EAHGIFGHFIDJIADJEDD,NO
DCHDHE,NO
HDFDDFDABIGDE,NO
EDBJCHJBHIHB,NO
DEFJAGHAJJFFC,NO
HCCIGHCEHJIIIHGCFEHF,NO
EIABHGAIGFAAEEDA,NO
EICIEFFCCCIEGBAF,NO
CICBBCIAJDDAJHDB,NO
CHABCGIGJIAECCHF,NO
CHCFHJFHHD,NO
FIHEGHDEEHEG,NO
JFCGGA,NO
EJCJAEJAIHA,NO
BHAADGGIG,NO
FGEJFFCIEADGHIACDH,NO
CAHHCE,NO
JGIDAJDFFH,NO
GCBBGFEDDFCFFJE,NO
AHBEDDBAAGAIJJJ,NO
EDDGEGJJICIIFJGECF,NO
DGCDGGGJEGAEEGHC,NO
FEECBAAAHIADIJAGF,NO
ICJAFAGAEHJBHH,NO
HBFABC,NO
JBFECEDFFCJFADBBFC,NO
BCAGEJAEBDDHGDGIBGH,NO
EIHGAJHFDIF,NO
FIAEGDGBFICDFH,NO
GHBCHFCAJEE,NO
JCGEFAEGCCC,NO
AFDDCDIGHJAFDJBA,NO
FGAEFJAHEFGHFCD,NO
IGEBDJDHEFBEDEBDEDJB,NO
GJFICEJJJBHBACJAEAG,NO
JAJEBEFDJBDFBFDJEH,NO
IAACFBJ,NO
FIJDCFHIBIEGBDEDA,NO
BIFJFBGHFHHHDAIJ,NO
GBHAHIBFCGFG,NO
GJBICCCHAHAJ,NO
HEGIIJDG,NO
AIHGDECGEAGG,NO
JAIEFIAHAEJC,NO
GGIAFADHEFDCCGJJ,NO
CBIAJICFJCDIGHE,NO
AGAJBDFBBHE,NO
GEGBECG,NO
JFHHHDJJCCDIHEDACJ,NO
IDEHGFBJGHCGBCBJCC,NO
DEIBEEIBAI,NO
HIIAGEECFDCB,NO
EJAHDAFJF,NO
DEIHHJ,NO
BFEGAAAEAACJGGJ,NO
HFHHHGHAHBJAFBEFG,NO
EFIBEJBD,NO
BCCGJCI,NO
HIDBCHIBGBEEBJGFBJ,NO
JCAJDIIFCADBFDDD,NO
ICIFEBGACJF,NO
BCCIIFFFC,NO
IJIIDCGBJADCI,NO
JBCEDGBDGAJCAJJGA,NO
GGCCHBJE,NO
AIEEGHDBFFJFDHHJ,NO
DBDHJGBBHBCCIDCJ,NO
EEBCCHIFIJIDJFG,NO
FJFCAJCCFJ,NO
JAEBCIGHGCHFIBJAIH,NO
AGCDDACJ,NO
DIDHBD,NO
IJJEAAJJE,NO
JJGCAFBJCBDGFHFIF,NO
CGHDAGHD,NO
BICCIEGF,NO
BBBCECDJHFCDJ,NO
CGCGIIFIBECBEHJEBG,NO
IEJIJBFHFBJDDEJIFHG,NO
JEAHEIB,NO
HFEICHJDGBBCEAEDBIG,NO
IEBBBHCBBECDFFE,NO
JGFJHBCEECABCEBCJAG,NO
DEFDCIFGBFCCA,NO
HFHACGCH,NO
HHCFAJDFGF,NO
GCFJJCD,NO
BHDCIGEJB,NO
FDIAEEHAE,NO
BCCHGCHJFBCJBGGG,NO
FABDAAHFJCFIH,NO
JHEFHEHDE,NO
CDBADACDHAEEGEHAIF,NO
ACJGIACBCJD,NO
HIHBIGFAJ,NO
AEDHCHCFFDDEBJEIE,NO
IHIDHEBCAAICBGDCJCF,NO
DGIGDAJJG,NO
AFAIGGHBFHJJFGBEJDCJ,NO
BBEFFHBHHICABCI,NO
CJCAFCHEG,NO
FIBBJJE,NO
EFEFDADBBCADIDCHJED,NO
FBIFAIH,NO
BFDHAHDDCBJBCHDB,NO
JFFEGHECGFFJJGJJJBHD,NO
FHHFGIIGJIDB,NO
EFHEDACCCCHEGJ,NO
DJDGCFC,NO
FJGCJFG,NO
BGCGIAJADAHJAEBBF,NO
BCIIDHBAAIGABCCHIFB,NO
AEDGFGDHJIDICCA,NO
AAJADBJCBEE,NO
JCDGGIFJD,NO
ACEJFEH,NO
HIFFAGH,NO
EJEGGEJJHI,NO
FGAGEBFGI,NO
JCGHJI,NO
FHFAFGEFDBGAIGDHHBB,NO
IIDGIGJDDC,NO
EFEBEJGE,NO
GCAJFE,NO
CAFIFEHJD,NO
EBIHFDEEAAGEIFECFFED,NO
GEEBHGD,NO
IBHDGAECE,NO
GAEBFFACEJ,NO
HADHDHBGBHCJCGGB,STEAL
JADCHGAJBIFE,NO
CDDJEBDJFAECBH,NO
DCDHEJFBJDJIGCGGCJG,NO
BFFGAGDAJFEF,NO
BEDIBAABEAGFD,NO
CBFCFAIJHCEIHBGF,NO
IBGDIAICECDBEH,NO
BBFBIDIFII,NO
BIFBJIFFE,NO
IGABFECFHBDHDIDHHCGB,NO
FCFEHAFICD,NO
HAADJEEFAJGIGGIBDJE,NO
IIFAIGCAIAAHDFFDAHHD,NO
DHEIDHJIJIGDJJID,NO
GDFDHDBI,NO
FHGIIDAIE,NO
CDCEFEBGCGBDJ,NO
ABAIIHHCBJ,NO
BJGICIDAJBCE,NO
HAICBBCHIEABGJEECF,NO
DADIJCIBGFDF,NO
EGIECGGGG,NO
JBBFGGJCGEEDB,NO
ECDFJIHFEJEBDCAAICH,NO
JCDEGGHIJJBJIAAFEI,NO
DCADHBFAHJCAJGGEEHD,NO
BIBGBGCAHGEI,NO
FCCBABCJ,NO
HJEHDJAHJFDA,NO
JBIHICIICHBEGC,NO
JFGCBBIDAGDDHJ,NO
BIBIGAAAJGIBJ,NO
CFEGCEBFDJ,NO
IAEIBI,NO
HJBEJJAFJBEHEHAIJ,NO
GFIBGFG,NO
BJFCJFBHGIHF,NO
JGJCCFHFHBG,NO
CICEEACICAHJCGIGHE,NO
HGDGBEFCJG,NO
HGGIFJ,NO
AHGFBAAIHJGAHEDGG,NO
HFEFJHCHJGHGFF,NO
CJHBDHEIAB,NO
AJIDFEIBCGHJJFFHJGJ,NO
FDEJABAGFC,NO
CACIDDJJIDIAH,NO
JCCDJEI,NO
DHIJGIFBEGJA,NO
CCAIJHACJJDFGHACIB,NO
GCFECHDBGIGJGFIBD,NO
EABEII,NO
HEECGGEBBJGBACC,NO
BACCHEFI,NO
JGJEBCHE,NO
AHIFHIDBJFJ,NO
IHFDACF,NO
BFCBCJDJFBHGFGG,NO
GJEHIADGJCEGAD,NO
EHAEBBCIABIIFJ,NO
CIGJGIIIGAJA,NO
CJEAFGBB,NO
JAFEFACFDAFECEEFG,NO
EFJBAGEICFIBJGFAHG,NO
IEAHIIGHBGC,NO
EBFBAGCGHBCEEIGJDD,NO
IBCCDADIJDBBJGJEGDIJ,NO
HAHJCIJAIF,NO
ABFAHFJFAEJHCACCG,NO
GDIHBDJBCEHDCDCCEAFI,NO
AJEEICFFCJDCJCHG,NO
HFGHECG,NO
EGIGIHE,NO
BFIJBJIGIJ,NO
EGDHDBGEJBDIBCCGB,NO
EIDEHDDCAFFBGAEEGJ,NO
BECCDGIGDJEJIADHJ,NO
AHDGCEJJDJFAFFEICJIG,NO
HJJFDHECEIJHDCAF,NO
CDFCJG,NO
HHFCIJJED,NO
ECBHFEBIIJCCEGDJCF,NO
HGAABJHAAEFJCJJD,NO
CEFEFD,NO
CHFCAEDJD,NO
GIIFEADCDBA,NO
GHJCHEGAADABIGHIAB,NO
FHHAEIEHACCAIGBID,NO
GIGEDBGCCFHEB,NO
ICCBCGBBJDHD,NO
CGBDCCACCCDJJCB,NO
AGCAFGB,NO
JFEHEIAE,NO
BEHIFGEHBBIHIIFJCHGB,NO
GCDGFICJ,NO
JCCEEHJGH,NO
AFGBJHIAADBFCBDDAGJ,NO
GEGIAJBEBJJIGCDIFD,NO
CEHCJDBECGA,NO
FDEIIF,NO
HDHDAGHADGJDB,STEAL
HJEIGIAIHB,NO
AFHCIB,NO
JBJCJAGHBGHDDAADIIDE,NO
HFJCFCAGCHCCAECHB,NO
GEAICFD,NO
DBBIDHJIHDHHGAJ,NO
GAHBDHEB,NO
ADCJEHHBFB,NO
JFBBGICBH,NO
FJHEGG,NO
HGBDBG,NO
CBBCDJDIAJEDJGHEFDFH,NO
ICGGFEGCCGJJC,NO
FHFEAHHHBJHFIHFDJ,NO
EHCCICEFIAE,NO
EJBAJHJIICICHCJIC,NO
CAAAHIACABGGAI,NO
BGBBCEFJECCIIAIABBJB,NO
FEDAEGBHIIJHE,NO
CIEGEGHAJHDGFEF,NO
JBBHJFGBAIDFEGGHCIBH,NO
BIGEBEEFFJJCFDHA,NO
GBDHID,NO
HJEHCIHGHDJ,NO
AAJDEJJBFEJH,NO
HEEDCCBCHACGBCFCI,NO
CFHADEEF,STEAL
ABICGHIFA,NO
BDCGBGIJGJIBGF,NO
HGHHIDDBACIDCJA,NO
JECEIHAJBFED,NO
DBJHGGI,NO
IHDFGEBGFBGGAICD,NO
DEBCFI,NO
JCHJHEGCB,NO
FIAGHJDAHDGHDGBF,NO
DHADBDHEJHB,STEAL
EGCGFACIGDEDDJDF,NO
GHEIDAAIBAAIGEAHI,NO
GDGEAACJ,NO
CJBECJJCIB,NO
HJGABJCG,NO
BEFADHG,NO
CBACEJI,NO
IJJBACD,NO
JCJEJCCGJEBJCDBFD,NO
ADCHAHGBCFIIBHCIBCI,NO
CAADBBBFDIGJECABIE,NO
JGCGBFA,NO
AEFGAHDDG,NO
EADEFBFADGEBFFFE,NO
CDAJFJ,NO
HHBGEIFB,NO
FDAHDIDJAFJCJDHFBFEJ,NO
AFBDGFCAEGFCBA,NO
BIJJDDBAIDA,NO
HFEFDEEFG,NO
ECIEFIC,NO
AGDBJIGIDJEEIC,NO
HGEHIFGIFIDFGJGG,NO
FEFEJCDAIAAFE,NO
EJJBDIHEIGFGJCFD,NO
FDIJDD,NO
DIBEIAGGA,NO
HIJBIBIJECDBCGBFFIAF,NO
AABCDJCJ,NO
DGHDGHDHACCBB,NO
DFFDEBIFFEADHEEFIIID,NO
DIFJAFJBDDI,NO
FEHAFIAIBJGIJAAJAI,NO
DHDEEAHDHGGEBDFFA,NO
DDBCEIIBBAAHHGJGEA,NO
BFGABAAABC,NO
JGDADABHCJBFJ,NO
IAHCHJCGDAG,NO
IGFIJIEBBJ,NO
JDFDHG,NO
CGGCBH,NO
AGGCBFBFJD,NO
JAGGJBHBAHDIECCEJJ,NO
FIIHCIDFAGHDHCEGJEB,NO
HGHHEFJBGCIHB,NO
DJHHEJEIIHID,NO
HFBBEF,NO
AIHFAEAGFIHBDDIIJEFC,NO
DGJCBFBJBJHBGFIGD,NO
AHDFDJDFCIDAFFJGFI,NO
IEAACAF,NO
CBJDGJJIEFHJ,NO
FBEAFHJHJE,NO
GHADBHGGFHGFHADDBFH,STEAL
HHJGHBIC,NO
DAHEBGHDJCE,NO
HHEFBDCBHDAJGFDGGBB,NO
BBBCFGCCB,NO
AJHFHHCCEFBIJ,NO
IFHCDDFFJFDIDA,NO
AHCJJGHIBDJDCCHGCIJH,NO
JBDGAFE,NO
HAAEABBIHIIDEDDEHJA,NO
JABFDCCHBDDJCHEAJIB,NO
AJIDCFEDJCFAEDECI,NO
IEGFIAGEFG,NO
HIHAHJBBHACA,NO
BCADIFB,NO
GFDBFJ,NO
CECFJDHFIIDDH,NO
IDFCHCJBGCEEIEA,NO
JBDIIHHIDAEBDDEGD,NO
FBAFIBJGFBDBE,NO
GHCGABEG,NO
FAACCBIDGHF,NO
FHEJFHBHD,NO
HJEHJD,NO
EEJFIFIIFHJ,NO
JHAAIDBAFBHHCAGI,NO
JJCBEJEEH,NO
GFHBCHHGJAAJJDI,NO
FFHBFGJBIHHC,NO
GBHDIFD,NO
IHHEGCJFIGGAHIEJD,NO
CCJEAEJBECBJ,NO
DHBJBFHAAJHCJFAGGCG,NO
CJDGJAJAJEGDBJG,NO
CHHJIBEEDIHEGECFG,NO
JFDAEBEFIDDGIJD,NO
JGEHHEDBGDGADE,NO
FBHFIJIH,NO
BCHHJFBEFDEIFFHIID,NO
IIDBBIIEFDHHDCAJFF,NO
IHJJHCGBGEBADG,NO
BJICGDHEJBG,NO
ADDBIEIFBIDFHCDHHE,NO
DEFAGJB,NO
CGGDDGCIBJJIEIHH,NO
BDEBAIEEJHIGG,NO
AIEFCCFABGHD,NO
IGAGAFHD,NO
JFAFAJBFFABEBIB,NO
GHEFJJGJHEIGACEDE,NO
EGEGJFG,NO
ACEHBEH,NO
CDGCEEDACFHGJA,NO
FHDGHFA,NO
DCDEBGAEGGFFAHA,NO
FHJDDIHIJ,NO
DDDBJDDC,NO
JABEEJCADIBECCJ,NO
HHGFHFAGCG,NO
AJAGEJF,NO
FJBFBIDFAEHFDIABJJA,NO
ADFHHCHIABGCGAIJJDJ,NO
DDCFEJJDCCD,NO
FEAAIDFBD,NO
AJIFDGAHE,NO
FCCGJJDCHDDF,NO
IHHJGBG,NO
CFDIGGHEEJBAFJ,NO
BHFFIFAJFHHGF,NO
DDBBBIAG,NO
EIHGIEDFJHCJBCCHEGG,NO
HCACBHAICDEAA,NO
DCCAFCIJBEIBAFADJJDJ,NO
IJCHEBAII,NO
BDHIAJB,NO
FEGJADHDAEDDA,NO
DHFFBGGFJDEIE,NO
IGIFHHBGCGABADIIF,NO
FIAGFIIBHAJABEFA,NO
BFCIHBBDABCBAEJIGDJ,NO
DAECHCJJB,NO
FJCBGFCJAFHHJCAB,NO
FIDBJDIGFBDHG,NO
ICJIHGCEJJBIIHHCFCC,NO
EFAHFHBCFBGGGCFFC,NO
ACCIFBJHEEDIEHFCCEBG,NO
IFAEFC,NO
BFEDGC,NO
JEJDJD,NO
CEHIGDB,NO
BAEIBBEHA,NO
CFHAHFEFBGF,NO
EIFFEFABIJA,NO
EDCAHBBD,NO
JJHDBFFIBB,NO
JJEEGDBJICDCI,NO
AFDJBADFHJDFGJEDHGI,NO
AFJEGFGG,NO
FJDFJIDHICFFIJGG,NO
DIAGFIIFICCECEAEC,NO
DEIGFFEDCCCCDJBCEHCE,NO
IIACGDIF,NO
JCEIEIIEIIB,NO
JBHCDDAFHHGIFDEID,NO
HGGJGDJEIBGAA,NO
JHHCCFDJEEEF,NO
IICDHDH,NO
BBCIBECBDBIEJCJFFBGB,NO
DAIBFGHGHFC,NO
JCADFIIGGBDIHHBDCCHH,NO
JJBBIEJJAGDIFGIGJBE,NO
CFBHJEIAAGI,NO
CAJDBADJAIC,NO
HIJACEBICDBDA,NO
IDCFBGGCB,NO
IEFAJIHFJGB,NO
IDGFDBDBGDH,NO
CJFGJGADDEIG,NO
CBECACIGAJEJAGGBJEG,NO
FDCIFCIAJ,NO
EEEAJHEAJCDEAGAFJ,NO
GAIEAIAHAICJ,NO
BBJIDDECGFEAAHECEG,NO
GAEGIIAHIHF,NO
AJHJFIE,NO
GAGJIBJEGIHJGDGHBJE,NO
GDEJFJFCFIGCGBCJBACF,NO
GIDFFDAGFACFGBG,NO
DFAEJACAFEBI,NO
GEAGAJAHGFG,NO
DCICDAH,NO
EIGJBHHDBACBAF,NO
BEBDFI,NO
ECBGGGBJCFHF,NO
HADCAFHCHAJADA,STEAL
FBAEDIDCGGFEIAFHAJ,NO
FDHIABDJAGBH,NO
EHIHEIIACAHAAE,NO
DFAFFCAFFHFAIBG,NO
EHECGJBEJFIAAJ,NO
EJACIAGCAIHGCHFIIAJE,NO
FCCEAJEDCHBFIIDCJJAI,NO
AEDEGI,NO
EHICFEDHIEDE,NO
AIEIGCB,NO
CFBFJDDHGID,NO
FBFHEAHJGCGGBCDGFG,NO
JJECDFFEEID,NO
ADHGEHIBC,NO
GGCEIHGC,NO
FIJGCCB,NO
IFHHIAJJJBBDG,NO
FIEIFBEJJ,NO
DCCEIAHGIEJGECCGD,NO
EHFIFGGJIEJDJGAFFIE,NO
JACJJI,NO
BEHBDEAHJJA,NO
CFBJHEICA,NO
GHFDGBFFE,NO
IGHCHCDBAJGBHCAH,NO
GJIIDEHBFBAF,NO
DDJCEEHCJAICDICGDAG,NO
GCIBHDAEHHFJJECG,NO
HCCIJIF,NO
IGIBHGAICIDHHFDE,NO
GAIIDEDGABEBDAJHHFFI,NO
HBBFFD,NO
ACJECGDDFIHJDE,NO
FEJIFEHCIIJJ,NO
EFCIBDEFACGGG,NO
CBEDGABGG,NO
IGAFBGFFABFJD,NO
EHBHEGGADDAFGJIC,NO
HHJFAAGCIIFGIAB,NO
AFHGFAADJ,NO
HDJEBJBAIAGAJFFFI,NO
CEEGIHGIAD,NO
ACJCBDIJEICEFCGHDABH,NO
BEGJAHIADCJDJCBJJ,NO
EIEDGF,NO
CJEDAGICBJAFH,NO
ECJCAAGAIECCFBFEHA,NO
GGJAFDGECAEAJHCGCE,NO
BICEACD,NO
BEGBBEEIDBA,NO
DCDDFGAEHGCCHJH,NO
GJAHHAJHCJFAJEDCJFIG,NO
AJCIEHJEBGFAIEAA,NO
DBFBAG,NO
ADFCADCJJBI,NO
BFADHJBEICD,NO
JBIHGA,NO
ICHEJGIIIBCCJ,NO
EJEIAABJBBID,NO
EJHFDGAHGFFEICJB,NO
JCFHCIIIGEADBGFGGB,NO
CADEAJ,NO
HGIDFJEFF,NO
FJEJHBAJIEHGECDFDDAD,NO
FJIEBCDJJ,NO
JADBICJGIIJHCIEH,NO
BHIJHJICCAIFGCAI,NO
CHADAJHABJH,STEAL
BCEGIHEAJHAFJCDDHI,NO
IIHEBBJBFJBDH,NO
EEGEAJ,NO
GJJIECFCEIJIEJJJCEG,NO
CIBJIAEDGJCBEAEF,NO
CJIBBFCEEHDEBBE,NO
JHAIAIF,NO
ICGJFABBEDDFAGBJ,NO
HJFGABIBJJGAGCBAIEJ,NO
BBBDJCBAHIJICGJGHDFE,NO
JCABFFDDHGHCB,NO
JICAFII,NO
AABGDGBEHDHA,NO
HIJHHEAAEJFAGHHCHJAA,NO
IADHDGIFDEAJCCF,NO
EDHGACAGGEJF,NO
HBFJBHFG,NO
JCJHHHEEEBGGDBHIDC,NO
FEIIIAGCADBGCCFII,NO
HDDDCDEJ,NO
IADBIJADFIJJDHEBHGDJ,NO
GHFJCDGHHDJA,NO
FEEFJFID,NO
CDCFGIAD,NO
BEGCBGDEFEGCF,NO
HBEDEIJEJJBDGDCAF,NO
CBHHBIJCAJIJAJFCG,NO
EHBGBACCJ,NO
CDEJHCBAGB,NO
HGIHCJ,NO
GABEDF,NO
IIABCCCGCDDE,NO
CHIFCAAFAFFEG,NO
FGHDCFDDIBA,NO
IHGIJFJIGJJEIDBD,NO
AHDFBBHB,NO
IAEHIHJFEA,NO
AGJBCGHACEAFIDDCHH,NO
BBAIJBBAJIAC,NO
IAFFIDAGHABAB,NO
DGIAJAHADHIA,STEAL
ICICHFBIC,NO
EAGDDBAIAICIG,NO
JFFBIHCBAHGIDGDDFDID,NO
FHDHCIDEFH,NO
JFCAIJAIE,NO
CHGCHGCIECF,NO
DFFCEII,NO
FICIIEFDJDAJGHD,NO
IJCAGCBHDIIFCDHFHIBJ,NO
IAAHDHJJGBIDDCG,NO
CCDCJI,NO
FJJCFEI,NO
FJIEJDAABEAA,NO
HEEHEIBBBBJEGID,NO
CHFFFHGHEFJH,NO
IIIAAF,NO
IDBFJIECJCBEC,NO
CEEIBB,NO
IIAHAEEEADBEEAF,NO
GFCCEBFBGCEC,NO
FIIIDGDE,NO
HHDAFABBAFJBECFIDIB,NO
FIDABHHCEEDB,NO
AFAJDFDDCEEDJ,NO
AGDEHGDIBHCGJJHACCJA,NO
HHAAGBE,NO
BFAJBFFBADGAICG,NO
EFHGGGBEC,NO
GFEHHGECCGIJIFCFIIDC,NO
FGDAGGAACAHCADGAF,NO
CBIEEGEDEEAGDIEDF,NO
BDAACBCAFHJFGJCBFED,NO
CHDBIEAFJGABHDBAFF,NO
GFJDFIECHCF,NO
DDAIJAGABDCBFHGBG,NO
DJEJHAEECDFBAAIDDF,NO
BEFJJCHD,NO
GJIHIFBAHC,NO
BJHGHCHHA,NO
AGBAFACDBFAIAAEHBF,NO
BJBJAFGACAJCI,NO
BCDDCCIBIIG,NO
GJEFHABIFHI,NO
HBGDEHGFABCEA,NO
JADDEFIBFIGIIGDIJ,NO
ICIJIAIJICHFGJEGHAJH,NO
GIDHBDHIGGCEGIG,NO
JFEAGHFGBFEFCHIIADI,NO
BAGFHEH,NO
HCJJEDFABDDHDHFIHGDE,NO
BBIFGFDJ,NO
IAGBJBBHCC,NO
JJFHCGGHADHIJII,STEAL
BCCDJCEGAIAH,NO
EDHIHHAIJ,NO
BBEAJG,NO
CCJJCDCFEIEFCIAIIIAA,NO
GHBBGFEIBJG,NO
HJDDGJCBCJF,NO
ABHJDCCFCCDJJI,NO
EIHJIEIGJGACA,NO
IBIFFJE,NO
HBIDCEGHHFBABAHFD,NO
EFECIEEH,NO
FCEFBDH,NO
DDDJDCGGAEIBDJDFJGE,NO
CBEIECIEIHFIBH,NO
EBJFAGHHA,NO
GHHEFFCJDCH,NO
DGCHFEHFBEGIE,NO
DEEIGCBCFEIBHJFABGI,NO
FFDFACFCCGCAHCI,NO
GEADHACFIII,NO
CBHBEHDFAEJEADGFC,NO
HGDDHGEJJJIABCBBGAG,NO
IAJHGAADIEI,NO
CJFFGAIBBIAFEECE,NO
IJDGCIFBHCCFH,NO
DEEDIBEEHFJIIBHD,NO
JHAEGD,NO
BGADAACCDADDC,NO
ECECGGF,NO
AFIEHGJDCIDBJDJH,NO
FJACAJIEIAIBHECI,NO
DECHHDIGEADHAF,NO
BAHADFJGCFIEAEEDEJG,STEAL
DIABJFFGCGEHDDJDIJGG,NO
DCGEIJGEFGI,NO
AHFBHBAGEDAIBICD,NO
AGCECGFICEAGCBF,NO
CACHEA,NO
ACFBBIJF,NO
BIAIAJCIGDFCHFJIJJI,NO
JCJGGAFJJAF,NO
CCJDDDF,NO
CBIJHGJFFIADGFHJF,NO
FJDCBFHDDGBJG,NO
HICAAGHJJFGGHFH,NO
HGCHIEDCGBIJDJAFGJFA,NO
HGAJIEHCCFAFJ,NO
JDHBGGA,NO
EBBJFIFGCGFIBHIGIGCD,NO
ICHADFHFDAABIAC,STEAL
HBHGEGC,NO
HAHBJCIFCGEIH,NO
FJHHGD,NO
BAJCBGHCGGHHDEBIAJD,NO
HIGHFDAEDCDAH,NO
BGJBECCICCDA,NO
CAEDCDHFA,NO
FIDCEIADJCJBD,NO
CAAAIEJB,NO
GHCAFJFG,NO
AEGEBBCCHBEGGAEF,NO
CGGEGHFIGEAEEJIIC,NO
AGIIJCDBIBDCIHB,NO
HCCFFFBFJCFHADDJAJ,STEAL
BHHIEEEAHFDDFFFHI,NO
GEAAHEGHFJHCBCIHHDBI,NO
EDEJIFDJADBJCHJHGJB,NO
AHEBGEIABCEDEIEEAJFI,NO
JCBICHF,NO
HDGECDEJJJBIH,NO
HGAEDJCIAACAAABHFAJ,NO
JIGJEFJIDH,NO
BJCGBCEBGB,NO
IHGBBCHJIA,NO
HFHADG,STEAL
HFBBEIDCIFHCFCJBGJD,NO
FGCEHAAAEHJCDJGHGHBC,NO
EFJDHJID,NO
HDAJBCIEFHDG,NO
JEBCCEFCGBAFAGB,NO
IAFGDADGHCIJCHJJFJIE,NO
CHGHJF,NO
FDGJBAD,NO
GBGGJAAAHDJE,NO
GHCDIHBFA,NO
ICGDBHEEDAIBCGFIGDC,NO
GIDAGJEDFEICBHBEDAAC,NO
CABDJADFAFEGAJ,NO
EDAHJAF,NO
JHCFJDAEEFIJFGGGFDDC,NO
GADJAHCBJBBDB,NO
DBGJDGBFDIFIIEBICC,NO
EGABEAEBHEHC,NO
FJEBHHB,NO
EGBABIJFFJAFDFIG,NO
HJDGHGJEHIIBDGDI,NO
JEFGEBFDAE,NO
CJIJBFBAJH,NO
FACGAADCAHCJFDIFCCHC,NO
DCDHFIJEIGFCHEI,NO
ICGIJDABGEBIII,NO
EJAJGDHHJJBA,NO
BAHEAGFFEFFHDD,NO
IBGBHDGCBBDFI,NO
IJIJDDHFGFJ,NO
AGBCIAEC,NO
FGJBEBEHJJEGCEIHDDJ,NO
EFJFCFHCFHEIJGCI,NO
GFHAIEFD,NO
IBJDCGCBCH,NO
FAIAHBDEDFGCFGIGD,NO
CAAIEHIBJIBIFBGCHI,NO
IEGGHIDJGAEFEE,NO
JCBFIIJFEJBJABCHIEJE,NO
FHFAHCFJAHCIBJJEAJ,NO
IICEGGFDIJHICGI,NO
DJJHFCIIIJHEBEBGHAJ,NO
CBFHBHDBICCJ,NO
EDCDDFDJIFCEHAJJCA,NO
ICHCHEGBJHCJGGCIJ,NO
FHAHJIDIGGBEBABBAHG,NO
DCEEGA,NO
JEBIEFABJFGAE,NO
DAAGHHFD,NO
ACADBBIICHCBBHJFIH,NO
FBAEDGIICAIADH,NO
IGCHGA,NO
CEFDECECFECEICFGHGI,NO
FFDIHJCHF,NO
ABDHDJJE,NO
CBGAGDBIJCDJD,NO
IJAHIIDJBHDDGEH,NO
ADDHBFHGACAF,NO
FJFDCHIEG,NO
CIJGIJHFIICJI,NO
DFJHCHA,NO
BEEDIIGDD,NO
CEFDJHIBEAH,NO
EJECDFCBEBBJGJJG,NO
CICJEGFIIBCHAID,NO
DJGHHIGHFBBGC,NO
AHEJBFAJFJGHFJJGG,NO
CAHACHHABHAEFDBHC,NO
GIEICDHFHCFCIJB,NO
GJHDDJHAFBCJADGD,NO
FIBEDB,NO
FBEJJCFJGB,NO
AEEEIFAFIDBJEEE,NO
EHEFAGEEG,NO
HIDECIH,NO
EHHIBHI,NO
JADDHCHFIGECAJ,NO
BIEAEABGCCABHFCJA,NO
GFCHDAJIEB,NO
FGGJGIAJCJBEIEIFDIE,NO
DFDGBBDB,NO
HHIFCHFAIBBA,NO
BHJIGFEC,NO
IIHBCJFD,NO
HFBFJAEBAECD,NO
ABJHJGCB,NO
AHFEHEDICDFD,NO
EJIDIBHIFAIEEA,NO
FEJAIIAJEJBDFIIDCIAF,NO
CDIHIICJDAAFEJ,NO
AHGFGAHBCD,NO
BICDEICIBG,NO
DEAFEIBJJH,NO
BHDACFGJGJJB,NO
EEDEJGIFFCDAHBII,NO
JABIHCGEGGBGBIF,NO
DDIGFFDDFJFDHCGEEIEC,NO
EICJEEGFIIJE,NO
IBGACIBCAB,NO
IEEFJBJIJHFAEABDCCHJ,NO
GDDEHBEDGAGCA,NO
FJFDCCGJC,NO
JBEFFBGBBDFDGHD,NO
AFEHHBHFCJ,NO
AGEDHCCCI,NO
JIDIBCJAFEJCACIDIHD,NO
BDBEBHCJ,NO
GFFAICCFGA,NO
GJIBCCIFFJI,NO
FDGJBBE,NO
DBFAFJBGIJ,NO
CDBBACDHDEBB,NO
BEFDAHDFCCIH,NO
BCHBFEH,NO
DHDJJCEJABFAFIE,NO
JICHHD,NO
HJDCFABCHEHAHDHBIGFJ,NO
CJDIFFJH,NO
CJCGIBJ,NO
ADCACEHBCDIF,NO
DHIFBBICFIHDAD,NO
AHBIGAEIAHBABCHI,NO
JFIBHDBFBIGAJEAF,NO
